	region_code	region	death	date
9546	7	Liguria	62	2018-04-27
9547	8	Emilia-Romagna	127	2018-04-27
9548	9	Toscana	114	2018-04-27
9549	10	Umbria	26	2018-04-27
9550	11	Marche	51	2018-04-27
9551	12	Lazio	180	2018-04-27
9552	13	Abruzzo	60	2018-04-27
9553	14	Molise	9	2018-04-27
9554	15	Campania	156	2018-04-27
9555	16	Puglia	94	2018-04-27
9556	17	Basilicata	20	2018-04-27
9557	18	Calabria	59	2018-04-27
9558	19	Sicilia	143	2018-04-27
9559	20	Sardegna	57	2018-04-27
9560	1	Piemonte	147	2018-04-28
9561	2	Valle d'Aosta/Vallée d'Aoste	6	2018-04-28
9562	3	Lombardia	275	2018-04-28
9563	4	Trentino-Alto Adige/Südtirol	24	2018-04-28
9564	5	Veneto	125	2018-04-28
9565	6	Friuli-Venezia Giulia	26	2018-04-28
9566	7	Liguria	62	2018-04-28
9567	8	Emilia-Romagna	127	2018-04-28
9568	9	Toscana	114	2018-04-28
9569	10	Umbria	26	2018-04-28
9570	11	Marche	51	2018-04-28
9571	12	Lazio	180	2018-04-28
9572	13	Abruzzo	60	2018-04-28
9573	14	Molise	9	2018-04-28
9574	15	Campania	156	2018-04-28
9575	16	Puglia	94	2018-04-28
9576	17	Basilicata	20	2018-04-28
9577	18	Calabria	59	2018-04-28
9578	19	Sicilia	143	2018-04-28
9579	20	Sardegna	57	2018-04-28
9580	1	Piemonte	147	2018-04-29
9581	2	Valle d'Aosta/Vallée d'Aoste	6	2018-04-29
9582	3	Lombardia	275	2018-04-29
9583	4	Trentino-Alto Adige/Südtirol	24	2018-04-29
9584	5	Veneto	125	2018-04-29
9585	6	Friuli-Venezia Giulia	26	2018-04-29
9586	7	Liguria	62	2018-04-29
9587	8	Emilia-Romagna	127	2018-04-29
9588	9	Toscana	114	2018-04-29
9589	10	Umbria	26	2018-04-29
9590	11	Marche	51	2018-04-29
9591	12	Lazio	180	2018-04-29
9592	13	Abruzzo	60	2018-04-29
9593	14	Molise	9	2018-04-29
9594	15	Campania	156	2018-04-29
9595	16	Puglia	94	2018-04-29
9596	17	Basilicata	20	2018-04-29
9597	18	Calabria	59	2018-04-29
9598	19	Sicilia	143	2018-04-29
9599	20	Sardegna	57	2018-04-29
9600	1	Piemonte	147	2018-04-30
9601	2	Valle d'Aosta/Vallée d'Aoste	6	2018-04-30
9602	3	Lombardia	275	2018-04-30
9603	4	Trentino-Alto Adige/Südtirol	24	2018-04-30
9604	5	Veneto	125	2018-04-30
9605	6	Friuli-Venezia Giulia	26	2018-04-30
9606	7	Liguria	62	2018-04-30
9607	8	Emilia-Romagna	127	2018-04-30
9608	9	Toscana	114	2018-04-30
9609	10	Umbria	26	2018-04-30
9610	11	Marche	51	2018-04-30
9611	12	Lazio	180	2018-04-30
9612	13	Abruzzo	60	2018-04-30
9613	14	Molise	9	2018-04-30
9614	15	Campania	156	2018-04-30
9615	16	Puglia	94	2018-04-30
9616	17	Basilicata	20	2018-04-30
9617	18	Calabria	59	2018-04-30
9618	19	Sicilia	143	2018-04-30
9619	20	Sardegna	57	2018-04-30
9620	1	Piemonte	180	2019-01-01
9621	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-01
9622	3	Lombardia	286	2019-01-01
9623	4	Trentino-Alto Adige/Südtirol	24	2019-01-01
9624	5	Veneto	167	2019-01-01
9625	6	Friuli-Venezia Giulia	32	2019-01-01
9626	7	Liguria	54	2019-01-01
9627	8	Emilia-Romagna	156	2019-01-01
9628	9	Toscana	133	2019-01-01
9629	10	Umbria	36	2019-01-01
9630	11	Marche	53	2019-01-01
9631	12	Lazio	180	2019-01-01
9632	13	Abruzzo	33	2019-01-01
9633	14	Molise	12	2019-01-01
9634	15	Campania	181	2019-01-01
9635	16	Puglia	126	2019-01-01
9636	17	Basilicata	13	2019-01-01
9637	18	Calabria	67	2019-01-01
9638	19	Sicilia	189	2019-01-01
9639	20	Sardegna	54	2019-01-01
9640	1	Piemonte	180	2019-01-02
9641	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-02
9642	3	Lombardia	286	2019-01-02
9643	4	Trentino-Alto Adige/Südtirol	24	2019-01-02
9644	5	Veneto	167	2019-01-02
9645	6	Friuli-Venezia Giulia	32	2019-01-02
9646	7	Liguria	54	2019-01-02
9647	8	Emilia-Romagna	156	2019-01-02
9648	9	Toscana	133	2019-01-02
9649	10	Umbria	36	2019-01-02
9650	11	Marche	53	2019-01-02
9651	12	Lazio	180	2019-01-02
9652	13	Abruzzo	33	2019-01-02
9653	14	Molise	12	2019-01-02
9654	15	Campania	181	2019-01-02
9655	16	Puglia	126	2019-01-02
9656	17	Basilicata	13	2019-01-02
9657	18	Calabria	67	2019-01-02
9658	19	Sicilia	189	2019-01-02
9659	20	Sardegna	54	2019-01-02
9660	1	Piemonte	180	2019-01-03
9661	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-03
9662	3	Lombardia	286	2019-01-03
9663	4	Trentino-Alto Adige/Südtirol	24	2019-01-03
9664	5	Veneto	167	2019-01-03
9665	6	Friuli-Venezia Giulia	32	2019-01-03
9666	7	Liguria	54	2019-01-03
9667	8	Emilia-Romagna	156	2019-01-03
9668	9	Toscana	133	2019-01-03
9669	10	Umbria	36	2019-01-03
9670	11	Marche	53	2019-01-03
9671	12	Lazio	180	2019-01-03
9672	13	Abruzzo	33	2019-01-03
9673	14	Molise	12	2019-01-03
9674	15	Campania	181	2019-01-03
9675	16	Puglia	126	2019-01-03
9676	17	Basilicata	13	2019-01-03
9677	18	Calabria	67	2019-01-03
9678	19	Sicilia	189	2019-01-03
9679	20	Sardegna	54	2019-01-03
9680	1	Piemonte	180	2019-01-04
9681	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-04
9682	3	Lombardia	286	2019-01-04
9683	4	Trentino-Alto Adige/Südtirol	24	2019-01-04
9684	5	Veneto	167	2019-01-04
9685	6	Friuli-Venezia Giulia	32	2019-01-04
9686	7	Liguria	54	2019-01-04
9687	8	Emilia-Romagna	156	2019-01-04
9688	9	Toscana	133	2019-01-04
9689	10	Umbria	36	2019-01-04
9690	11	Marche	53	2019-01-04
9691	12	Lazio	180	2019-01-04
9692	13	Abruzzo	33	2019-01-04
9693	14	Molise	12	2019-01-04
9694	15	Campania	181	2019-01-04
9695	16	Puglia	126	2019-01-04
9696	17	Basilicata	13	2019-01-04
9697	18	Calabria	67	2019-01-04
9698	19	Sicilia	189	2019-01-04
9699	20	Sardegna	54	2019-01-04
9700	1	Piemonte	180	2019-01-05
9701	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-05
9702	3	Lombardia	286	2019-01-05
9703	4	Trentino-Alto Adige/Südtirol	24	2019-01-05
9704	5	Veneto	167	2019-01-05
9705	6	Friuli-Venezia Giulia	32	2019-01-05
9706	7	Liguria	54	2019-01-05
9707	8	Emilia-Romagna	156	2019-01-05
9708	9	Toscana	133	2019-01-05
9709	10	Umbria	36	2019-01-05
9710	11	Marche	53	2019-01-05
9711	12	Lazio	180	2019-01-05
9712	13	Abruzzo	33	2019-01-05
9713	14	Molise	12	2019-01-05
9714	15	Campania	181	2019-01-05
9715	16	Puglia	126	2019-01-05
9716	17	Basilicata	13	2019-01-05
9717	18	Calabria	67	2019-01-05
9718	19	Sicilia	189	2019-01-05
9719	20	Sardegna	54	2019-01-05
9720	1	Piemonte	180	2019-01-06
9721	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-06
9722	3	Lombardia	286	2019-01-06
9723	4	Trentino-Alto Adige/Südtirol	24	2019-01-06
9724	5	Veneto	167	2019-01-06
9725	6	Friuli-Venezia Giulia	32	2019-01-06
9726	7	Liguria	54	2019-01-06
9727	8	Emilia-Romagna	156	2019-01-06
9728	9	Toscana	133	2019-01-06
9729	10	Umbria	36	2019-01-06
9730	11	Marche	53	2019-01-06
9731	12	Lazio	180	2019-01-06
9732	13	Abruzzo	33	2019-01-06
9733	14	Molise	12	2019-01-06
9734	15	Campania	181	2019-01-06
9735	16	Puglia	126	2019-01-06
9736	17	Basilicata	13	2019-01-06
9737	18	Calabria	67	2019-01-06
9738	19	Sicilia	189	2019-01-06
9739	20	Sardegna	54	2019-01-06
9740	1	Piemonte	180	2019-01-07
9741	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-07
9742	3	Lombardia	286	2019-01-07
9743	4	Trentino-Alto Adige/Südtirol	24	2019-01-07
9744	5	Veneto	167	2019-01-07
9745	6	Friuli-Venezia Giulia	32	2019-01-07
9746	7	Liguria	54	2019-01-07
9747	8	Emilia-Romagna	156	2019-01-07
9748	9	Toscana	133	2019-01-07
9749	10	Umbria	36	2019-01-07
9750	11	Marche	53	2019-01-07
9751	12	Lazio	180	2019-01-07
9752	13	Abruzzo	33	2019-01-07
9753	14	Molise	12	2019-01-07
9754	15	Campania	181	2019-01-07
9755	16	Puglia	126	2019-01-07
9756	17	Basilicata	13	2019-01-07
9757	18	Calabria	67	2019-01-07
9758	19	Sicilia	189	2019-01-07
9759	20	Sardegna	54	2019-01-07
9760	1	Piemonte	180	2019-01-08
9761	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-08
9762	3	Lombardia	286	2019-01-08
9763	4	Trentino-Alto Adige/Südtirol	24	2019-01-08
9764	5	Veneto	167	2019-01-08
9765	6	Friuli-Venezia Giulia	32	2019-01-08
9766	7	Liguria	54	2019-01-08
9767	8	Emilia-Romagna	156	2019-01-08
9768	9	Toscana	133	2019-01-08
9769	10	Umbria	36	2019-01-08
9770	11	Marche	53	2019-01-08
9771	12	Lazio	180	2019-01-08
9772	13	Abruzzo	33	2019-01-08
9773	14	Molise	12	2019-01-08
9774	15	Campania	181	2019-01-08
9775	16	Puglia	126	2019-01-08
9776	17	Basilicata	13	2019-01-08
9777	18	Calabria	67	2019-01-08
9778	19	Sicilia	189	2019-01-08
9779	20	Sardegna	54	2019-01-08
9780	1	Piemonte	180	2019-01-09
9781	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-09
9782	3	Lombardia	286	2019-01-09
9783	4	Trentino-Alto Adige/Südtirol	24	2019-01-09
9784	5	Veneto	167	2019-01-09
9785	6	Friuli-Venezia Giulia	32	2019-01-09
9786	7	Liguria	54	2019-01-09
9787	8	Emilia-Romagna	156	2019-01-09
9788	9	Toscana	133	2019-01-09
9789	10	Umbria	36	2019-01-09
9790	11	Marche	53	2019-01-09
9791	12	Lazio	180	2019-01-09
9792	13	Abruzzo	33	2019-01-09
9793	14	Molise	12	2019-01-09
9794	15	Campania	181	2019-01-09
9795	16	Puglia	126	2019-01-09
9796	17	Basilicata	13	2019-01-09
9797	18	Calabria	67	2019-01-09
9798	19	Sicilia	189	2019-01-09
9799	20	Sardegna	54	2019-01-09
9800	1	Piemonte	180	2019-01-10
9801	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-10
9802	3	Lombardia	286	2019-01-10
9803	4	Trentino-Alto Adige/Südtirol	24	2019-01-10
9804	5	Veneto	167	2019-01-10
9805	6	Friuli-Venezia Giulia	32	2019-01-10
9806	7	Liguria	54	2019-01-10
9807	8	Emilia-Romagna	156	2019-01-10
9808	9	Toscana	133	2019-01-10
9809	10	Umbria	36	2019-01-10
9810	11	Marche	53	2019-01-10
9811	12	Lazio	180	2019-01-10
9812	13	Abruzzo	33	2019-01-10
9813	14	Molise	12	2019-01-10
9814	15	Campania	181	2019-01-10
9815	16	Puglia	126	2019-01-10
9816	17	Basilicata	13	2019-01-10
9817	18	Calabria	67	2019-01-10
9818	19	Sicilia	189	2019-01-10
9819	20	Sardegna	54	2019-01-10
9820	1	Piemonte	180	2019-01-11
9821	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-11
9822	3	Lombardia	286	2019-01-11
9823	4	Trentino-Alto Adige/Südtirol	24	2019-01-11
9824	5	Veneto	167	2019-01-11
9825	6	Friuli-Venezia Giulia	32	2019-01-11
9826	7	Liguria	54	2019-01-11
9827	8	Emilia-Romagna	156	2019-01-11
9828	9	Toscana	133	2019-01-11
9829	10	Umbria	36	2019-01-11
9830	11	Marche	53	2019-01-11
9831	12	Lazio	180	2019-01-11
9832	13	Abruzzo	33	2019-01-11
9833	14	Molise	12	2019-01-11
9834	15	Campania	181	2019-01-11
9835	16	Puglia	126	2019-01-11
9836	17	Basilicata	13	2019-01-11
9837	18	Calabria	67	2019-01-11
9838	19	Sicilia	189	2019-01-11
9839	20	Sardegna	54	2019-01-11
9840	1	Piemonte	180	2019-01-12
9841	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-12
9842	3	Lombardia	286	2019-01-12
9843	4	Trentino-Alto Adige/Südtirol	24	2019-01-12
9844	5	Veneto	167	2019-01-12
9845	6	Friuli-Venezia Giulia	32	2019-01-12
9846	7	Liguria	54	2019-01-12
9847	8	Emilia-Romagna	156	2019-01-12
9848	9	Toscana	133	2019-01-12
9849	10	Umbria	36	2019-01-12
9850	11	Marche	53	2019-01-12
9851	12	Lazio	180	2019-01-12
9852	13	Abruzzo	33	2019-01-12
9853	14	Molise	12	2019-01-12
9854	15	Campania	181	2019-01-12
9855	16	Puglia	126	2019-01-12
9856	17	Basilicata	13	2019-01-12
9857	18	Calabria	67	2019-01-12
9858	19	Sicilia	189	2019-01-12
9859	20	Sardegna	54	2019-01-12
9860	1	Piemonte	180	2019-01-13
9861	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-13
9862	3	Lombardia	286	2019-01-13
9863	4	Trentino-Alto Adige/Südtirol	24	2019-01-13
9864	5	Veneto	167	2019-01-13
9865	6	Friuli-Venezia Giulia	32	2019-01-13
9866	7	Liguria	54	2019-01-13
9867	8	Emilia-Romagna	156	2019-01-13
9868	9	Toscana	133	2019-01-13
9869	10	Umbria	36	2019-01-13
9870	11	Marche	53	2019-01-13
9871	12	Lazio	180	2019-01-13
9872	13	Abruzzo	33	2019-01-13
9873	14	Molise	12	2019-01-13
9874	15	Campania	181	2019-01-13
9875	16	Puglia	126	2019-01-13
9876	17	Basilicata	13	2019-01-13
9877	18	Calabria	67	2019-01-13
9878	19	Sicilia	189	2019-01-13
9879	20	Sardegna	54	2019-01-13
9880	1	Piemonte	180	2019-01-14
9881	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-14
9882	3	Lombardia	286	2019-01-14
9883	4	Trentino-Alto Adige/Südtirol	24	2019-01-14
9884	5	Veneto	167	2019-01-14
9885	6	Friuli-Venezia Giulia	32	2019-01-14
9886	7	Liguria	54	2019-01-14
9887	8	Emilia-Romagna	156	2019-01-14
9888	9	Toscana	133	2019-01-14
9889	10	Umbria	36	2019-01-14
9890	11	Marche	53	2019-01-14
9891	12	Lazio	180	2019-01-14
9892	13	Abruzzo	33	2019-01-14
9893	14	Molise	12	2019-01-14
9894	15	Campania	181	2019-01-14
9895	16	Puglia	126	2019-01-14
9896	17	Basilicata	13	2019-01-14
9897	18	Calabria	67	2019-01-14
9898	19	Sicilia	189	2019-01-14
9899	20	Sardegna	54	2019-01-14
9900	1	Piemonte	180	2019-01-15
9901	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-15
9902	3	Lombardia	286	2019-01-15
9903	4	Trentino-Alto Adige/Südtirol	24	2019-01-15
9904	5	Veneto	167	2019-01-15
9905	6	Friuli-Venezia Giulia	32	2019-01-15
9906	7	Liguria	54	2019-01-15
9907	8	Emilia-Romagna	156	2019-01-15
9908	9	Toscana	133	2019-01-15
9909	10	Umbria	36	2019-01-15
9910	11	Marche	53	2019-01-15
9911	12	Lazio	180	2019-01-15
9912	13	Abruzzo	33	2019-01-15
9913	14	Molise	12	2019-01-15
9914	15	Campania	181	2019-01-15
9915	16	Puglia	126	2019-01-15
9916	17	Basilicata	13	2019-01-15
9917	18	Calabria	67	2019-01-15
9918	19	Sicilia	189	2019-01-15
9919	20	Sardegna	54	2019-01-15
9920	1	Piemonte	180	2019-01-16
9921	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-16
9922	3	Lombardia	286	2019-01-16
9923	4	Trentino-Alto Adige/Südtirol	24	2019-01-16
9924	5	Veneto	167	2019-01-16
9925	6	Friuli-Venezia Giulia	32	2019-01-16
9926	7	Liguria	54	2019-01-16
9927	8	Emilia-Romagna	156	2019-01-16
9928	9	Toscana	133	2019-01-16
9929	10	Umbria	36	2019-01-16
9930	11	Marche	53	2019-01-16
9931	12	Lazio	180	2019-01-16
9932	13	Abruzzo	33	2019-01-16
9933	14	Molise	12	2019-01-16
9934	15	Campania	181	2019-01-16
9935	16	Puglia	126	2019-01-16
9936	17	Basilicata	13	2019-01-16
9937	18	Calabria	67	2019-01-16
9938	19	Sicilia	189	2019-01-16
9939	20	Sardegna	54	2019-01-16
9940	1	Piemonte	180	2019-01-17
9941	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-17
9942	3	Lombardia	286	2019-01-17
9943	4	Trentino-Alto Adige/Südtirol	24	2019-01-17
9944	5	Veneto	167	2019-01-17
9945	6	Friuli-Venezia Giulia	32	2019-01-17
9946	7	Liguria	54	2019-01-17
9947	8	Emilia-Romagna	156	2019-01-17
9948	9	Toscana	133	2019-01-17
9949	10	Umbria	36	2019-01-17
9950	11	Marche	53	2019-01-17
9951	12	Lazio	180	2019-01-17
9952	13	Abruzzo	33	2019-01-17
9953	14	Molise	12	2019-01-17
9954	15	Campania	181	2019-01-17
9955	16	Puglia	126	2019-01-17
9956	17	Basilicata	13	2019-01-17
9957	18	Calabria	67	2019-01-17
9958	19	Sicilia	189	2019-01-17
9959	20	Sardegna	54	2019-01-17
9960	1	Piemonte	180	2019-01-18
9961	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-18
9962	3	Lombardia	286	2019-01-18
9963	4	Trentino-Alto Adige/Südtirol	24	2019-01-18
9964	5	Veneto	167	2019-01-18
9965	6	Friuli-Venezia Giulia	32	2019-01-18
9966	7	Liguria	54	2019-01-18
9967	8	Emilia-Romagna	156	2019-01-18
9968	9	Toscana	133	2019-01-18
9969	10	Umbria	36	2019-01-18
9970	11	Marche	53	2019-01-18
9971	12	Lazio	180	2019-01-18
9972	13	Abruzzo	33	2019-01-18
9973	14	Molise	12	2019-01-18
9974	15	Campania	181	2019-01-18
9975	16	Puglia	126	2019-01-18
9976	17	Basilicata	13	2019-01-18
9977	18	Calabria	67	2019-01-18
9978	19	Sicilia	189	2019-01-18
9979	20	Sardegna	54	2019-01-18
9980	1	Piemonte	180	2019-01-19
9981	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-19
9982	3	Lombardia	286	2019-01-19
9983	4	Trentino-Alto Adige/Südtirol	24	2019-01-19
9984	5	Veneto	167	2019-01-19
9985	6	Friuli-Venezia Giulia	32	2019-01-19
9986	7	Liguria	54	2019-01-19
9987	8	Emilia-Romagna	156	2019-01-19
9988	9	Toscana	133	2019-01-19
9989	10	Umbria	36	2019-01-19
9990	11	Marche	53	2019-01-19
9991	12	Lazio	180	2019-01-19
9992	13	Abruzzo	33	2019-01-19
9993	14	Molise	12	2019-01-19
9994	15	Campania	181	2019-01-19
9995	16	Puglia	126	2019-01-19
9996	17	Basilicata	13	2019-01-19
9997	18	Calabria	67	2019-01-19
9998	19	Sicilia	189	2019-01-19
9999	20	Sardegna	54	2019-01-19
10000	1	Piemonte	180	2019-01-20
10001	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-20
10002	3	Lombardia	286	2019-01-20
10003	4	Trentino-Alto Adige/Südtirol	24	2019-01-20
10004	5	Veneto	167	2019-01-20
10005	6	Friuli-Venezia Giulia	32	2019-01-20
10006	7	Liguria	54	2019-01-20
10007	8	Emilia-Romagna	156	2019-01-20
10008	9	Toscana	133	2019-01-20
10009	10	Umbria	36	2019-01-20
10010	11	Marche	53	2019-01-20
10011	12	Lazio	180	2019-01-20
10012	13	Abruzzo	33	2019-01-20
10013	14	Molise	12	2019-01-20
10014	15	Campania	181	2019-01-20
10015	16	Puglia	126	2019-01-20
10016	17	Basilicata	13	2019-01-20
10017	18	Calabria	67	2019-01-20
10018	19	Sicilia	189	2019-01-20
10019	20	Sardegna	54	2019-01-20
10020	1	Piemonte	180	2019-01-21
10021	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-21
10022	3	Lombardia	286	2019-01-21
10023	4	Trentino-Alto Adige/Südtirol	24	2019-01-21
10024	5	Veneto	167	2019-01-21
10025	6	Friuli-Venezia Giulia	32	2019-01-21
10026	7	Liguria	54	2019-01-21
10027	8	Emilia-Romagna	156	2019-01-21
10028	9	Toscana	133	2019-01-21
10029	10	Umbria	36	2019-01-21
10030	11	Marche	53	2019-01-21
10031	12	Lazio	180	2019-01-21
10032	13	Abruzzo	33	2019-01-21
10033	14	Molise	12	2019-01-21
10034	15	Campania	181	2019-01-21
10035	16	Puglia	126	2019-01-21
10036	17	Basilicata	13	2019-01-21
10037	18	Calabria	67	2019-01-21
10038	19	Sicilia	189	2019-01-21
10039	20	Sardegna	54	2019-01-21
10040	1	Piemonte	180	2019-01-22
10041	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-22
10042	3	Lombardia	286	2019-01-22
10043	4	Trentino-Alto Adige/Südtirol	24	2019-01-22
10044	5	Veneto	167	2019-01-22
10045	6	Friuli-Venezia Giulia	32	2019-01-22
10046	7	Liguria	54	2019-01-22
10047	8	Emilia-Romagna	156	2019-01-22
10048	9	Toscana	133	2019-01-22
10049	10	Umbria	36	2019-01-22
10050	11	Marche	53	2019-01-22
10051	12	Lazio	180	2019-01-22
10052	13	Abruzzo	33	2019-01-22
10053	14	Molise	12	2019-01-22
10054	15	Campania	181	2019-01-22
10055	16	Puglia	126	2019-01-22
10056	17	Basilicata	13	2019-01-22
10057	18	Calabria	67	2019-01-22
10058	19	Sicilia	189	2019-01-22
10059	20	Sardegna	54	2019-01-22
10060	1	Piemonte	180	2019-01-23
10061	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-23
10062	3	Lombardia	286	2019-01-23
10063	4	Trentino-Alto Adige/Südtirol	24	2019-01-23
10064	5	Veneto	167	2019-01-23
10065	6	Friuli-Venezia Giulia	32	2019-01-23
10066	7	Liguria	54	2019-01-23
10067	8	Emilia-Romagna	156	2019-01-23
10068	9	Toscana	133	2019-01-23
10069	10	Umbria	36	2019-01-23
10070	11	Marche	53	2019-01-23
10071	12	Lazio	180	2019-01-23
10072	13	Abruzzo	33	2019-01-23
10073	14	Molise	12	2019-01-23
10074	15	Campania	181	2019-01-23
10075	16	Puglia	126	2019-01-23
10076	17	Basilicata	13	2019-01-23
10077	18	Calabria	67	2019-01-23
10078	19	Sicilia	189	2019-01-23
10079	20	Sardegna	54	2019-01-23
10080	1	Piemonte	180	2019-01-24
10081	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-24
10082	3	Lombardia	286	2019-01-24
10083	4	Trentino-Alto Adige/Südtirol	24	2019-01-24
10084	5	Veneto	167	2019-01-24
10085	6	Friuli-Venezia Giulia	32	2019-01-24
10086	7	Liguria	54	2019-01-24
10087	8	Emilia-Romagna	156	2019-01-24
10088	9	Toscana	133	2019-01-24
10089	10	Umbria	36	2019-01-24
10090	11	Marche	53	2019-01-24
10091	12	Lazio	180	2019-01-24
10092	13	Abruzzo	33	2019-01-24
10093	14	Molise	12	2019-01-24
10094	15	Campania	181	2019-01-24
10095	16	Puglia	126	2019-01-24
10096	17	Basilicata	13	2019-01-24
10097	18	Calabria	67	2019-01-24
10098	19	Sicilia	189	2019-01-24
10099	20	Sardegna	54	2019-01-24
10100	1	Piemonte	180	2019-01-25
10101	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-25
10102	3	Lombardia	286	2019-01-25
10103	4	Trentino-Alto Adige/Südtirol	24	2019-01-25
10104	5	Veneto	167	2019-01-25
10105	6	Friuli-Venezia Giulia	32	2019-01-25
10106	7	Liguria	54	2019-01-25
10107	8	Emilia-Romagna	156	2019-01-25
10108	9	Toscana	133	2019-01-25
10109	10	Umbria	36	2019-01-25
10110	11	Marche	53	2019-01-25
10111	12	Lazio	180	2019-01-25
10112	13	Abruzzo	33	2019-01-25
10113	14	Molise	12	2019-01-25
10114	15	Campania	181	2019-01-25
10115	16	Puglia	126	2019-01-25
10116	17	Basilicata	13	2019-01-25
10117	18	Calabria	67	2019-01-25
10118	19	Sicilia	189	2019-01-25
10119	20	Sardegna	54	2019-01-25
10120	1	Piemonte	180	2019-01-26
10121	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-26
10122	3	Lombardia	286	2019-01-26
10123	4	Trentino-Alto Adige/Südtirol	24	2019-01-26
10124	5	Veneto	167	2019-01-26
10125	6	Friuli-Venezia Giulia	32	2019-01-26
10126	7	Liguria	54	2019-01-26
10127	8	Emilia-Romagna	156	2019-01-26
10128	9	Toscana	133	2019-01-26
10129	10	Umbria	36	2019-01-26
10130	11	Marche	53	2019-01-26
10131	12	Lazio	180	2019-01-26
10132	13	Abruzzo	33	2019-01-26
10133	14	Molise	12	2019-01-26
10134	15	Campania	181	2019-01-26
10135	16	Puglia	126	2019-01-26
10136	17	Basilicata	13	2019-01-26
10137	18	Calabria	67	2019-01-26
10138	19	Sicilia	189	2019-01-26
10139	20	Sardegna	54	2019-01-26
10140	1	Piemonte	180	2019-01-27
10141	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-27
10142	3	Lombardia	286	2019-01-27
10143	4	Trentino-Alto Adige/Südtirol	24	2019-01-27
10144	5	Veneto	167	2019-01-27
10145	6	Friuli-Venezia Giulia	32	2019-01-27
10146	7	Liguria	54	2019-01-27
10147	8	Emilia-Romagna	156	2019-01-27
10148	9	Toscana	133	2019-01-27
10149	10	Umbria	36	2019-01-27
10150	11	Marche	53	2019-01-27
10151	12	Lazio	180	2019-01-27
10152	13	Abruzzo	33	2019-01-27
10153	14	Molise	12	2019-01-27
10154	15	Campania	181	2019-01-27
10155	16	Puglia	126	2019-01-27
10156	17	Basilicata	13	2019-01-27
10157	18	Calabria	67	2019-01-27
10158	19	Sicilia	189	2019-01-27
10159	20	Sardegna	54	2019-01-27
10160	1	Piemonte	180	2019-01-28
10161	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-28
10162	3	Lombardia	286	2019-01-28
10163	4	Trentino-Alto Adige/Südtirol	24	2019-01-28
10164	5	Veneto	167	2019-01-28
10165	6	Friuli-Venezia Giulia	32	2019-01-28
10166	7	Liguria	54	2019-01-28
10167	8	Emilia-Romagna	156	2019-01-28
10168	9	Toscana	133	2019-01-28
10169	10	Umbria	36	2019-01-28
10170	11	Marche	53	2019-01-28
10171	12	Lazio	180	2019-01-28
10172	13	Abruzzo	33	2019-01-28
10173	14	Molise	12	2019-01-28
10174	15	Campania	181	2019-01-28
10175	16	Puglia	126	2019-01-28
10176	17	Basilicata	13	2019-01-28
10177	18	Calabria	67	2019-01-28
10178	19	Sicilia	189	2019-01-28
10179	20	Sardegna	54	2019-01-28
10180	1	Piemonte	180	2019-01-29
10181	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-29
10182	3	Lombardia	286	2019-01-29
10183	4	Trentino-Alto Adige/Südtirol	24	2019-01-29
10184	5	Veneto	167	2019-01-29
10185	6	Friuli-Venezia Giulia	32	2019-01-29
10186	7	Liguria	54	2019-01-29
10187	8	Emilia-Romagna	156	2019-01-29
10188	9	Toscana	133	2019-01-29
10189	10	Umbria	36	2019-01-29
10190	11	Marche	53	2019-01-29
10191	12	Lazio	180	2019-01-29
10192	13	Abruzzo	33	2019-01-29
10193	14	Molise	12	2019-01-29
10194	15	Campania	181	2019-01-29
10195	16	Puglia	126	2019-01-29
10196	17	Basilicata	13	2019-01-29
10197	18	Calabria	67	2019-01-29
10198	19	Sicilia	189	2019-01-29
10199	20	Sardegna	54	2019-01-29
10200	1	Piemonte	180	2019-01-30
