	region_code	region	death	date
10201	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-30
10202	3	Lombardia	286	2019-01-30
10203	4	Trentino-Alto Adige/Südtirol	24	2019-01-30
10204	5	Veneto	167	2019-01-30
10205	6	Friuli-Venezia Giulia	32	2019-01-30
10206	7	Liguria	54	2019-01-30
10207	8	Emilia-Romagna	156	2019-01-30
10208	9	Toscana	133	2019-01-30
10209	10	Umbria	36	2019-01-30
10210	11	Marche	53	2019-01-30
10211	12	Lazio	180	2019-01-30
10212	13	Abruzzo	33	2019-01-30
10213	14	Molise	12	2019-01-30
10214	15	Campania	181	2019-01-30
10215	16	Puglia	126	2019-01-30
10216	17	Basilicata	13	2019-01-30
10217	18	Calabria	67	2019-01-30
10218	19	Sicilia	189	2019-01-30
10219	20	Sardegna	54	2019-01-30
10220	1	Piemonte	180	2019-01-31
10221	2	Valle d'Aosta/Vallée d'Aoste	5	2019-01-31
10222	3	Lombardia	286	2019-01-31
10223	4	Trentino-Alto Adige/Südtirol	24	2019-01-31
10224	5	Veneto	167	2019-01-31
10225	6	Friuli-Venezia Giulia	32	2019-01-31
10226	7	Liguria	54	2019-01-31
10227	8	Emilia-Romagna	156	2019-01-31
10228	9	Toscana	133	2019-01-31
10229	10	Umbria	36	2019-01-31
10230	11	Marche	53	2019-01-31
10231	12	Lazio	180	2019-01-31
10232	13	Abruzzo	33	2019-01-31
10233	14	Molise	12	2019-01-31
10234	15	Campania	181	2019-01-31
10235	16	Puglia	126	2019-01-31
10236	17	Basilicata	13	2019-01-31
10237	18	Calabria	67	2019-01-31
10238	19	Sicilia	189	2019-01-31
10239	20	Sardegna	54	2019-01-31
10240	1	Piemonte	195	2019-02-01
10241	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-01
10242	3	Lombardia	355	2019-02-01
10243	4	Trentino-Alto Adige/Südtirol	31	2019-02-01
10244	5	Veneto	170	2019-02-01
10245	6	Friuli-Venezia Giulia	65	2019-02-01
10246	7	Liguria	74	2019-02-01
10247	8	Emilia-Romagna	189	2019-02-01
10248	9	Toscana	148	2019-02-01
10249	10	Umbria	40	2019-02-01
10250	11	Marche	60	2019-02-01
10251	12	Lazio	207	2019-02-01
10252	13	Abruzzo	74	2019-02-01
10253	14	Molise	13	2019-02-01
10254	15	Campania	203	2019-02-01
10255	16	Puglia	136	2019-02-01
10256	17	Basilicata	31	2019-02-01
10257	18	Calabria	84	2019-02-01
10258	19	Sicilia	197	2019-02-01
10259	20	Sardegna	45	2019-02-01
10260	1	Piemonte	195	2019-02-02
10261	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-02
10262	3	Lombardia	355	2019-02-02
10263	4	Trentino-Alto Adige/Südtirol	31	2019-02-02
10264	5	Veneto	170	2019-02-02
10265	6	Friuli-Venezia Giulia	65	2019-02-02
10266	7	Liguria	74	2019-02-02
10267	8	Emilia-Romagna	189	2019-02-02
10268	9	Toscana	148	2019-02-02
10269	10	Umbria	40	2019-02-02
10270	11	Marche	60	2019-02-02
10271	12	Lazio	207	2019-02-02
10272	13	Abruzzo	74	2019-02-02
10273	14	Molise	13	2019-02-02
10274	15	Campania	203	2019-02-02
10275	16	Puglia	136	2019-02-02
10276	17	Basilicata	31	2019-02-02
10277	18	Calabria	84	2019-02-02
10278	19	Sicilia	197	2019-02-02
10279	20	Sardegna	45	2019-02-02
10280	1	Piemonte	195	2019-02-03
10281	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-03
10282	3	Lombardia	355	2019-02-03
10283	4	Trentino-Alto Adige/Südtirol	31	2019-02-03
10284	5	Veneto	170	2019-02-03
10285	6	Friuli-Venezia Giulia	65	2019-02-03
10286	7	Liguria	74	2019-02-03
10287	8	Emilia-Romagna	189	2019-02-03
10288	9	Toscana	148	2019-02-03
10289	10	Umbria	40	2019-02-03
10290	11	Marche	60	2019-02-03
10291	12	Lazio	207	2019-02-03
10292	13	Abruzzo	74	2019-02-03
10293	14	Molise	13	2019-02-03
10294	15	Campania	203	2019-02-03
10295	16	Puglia	136	2019-02-03
10296	17	Basilicata	31	2019-02-03
10297	18	Calabria	84	2019-02-03
10298	19	Sicilia	197	2019-02-03
10299	20	Sardegna	45	2019-02-03
10300	1	Piemonte	195	2019-02-04
10301	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-04
10302	3	Lombardia	355	2019-02-04
10303	4	Trentino-Alto Adige/Südtirol	31	2019-02-04
10304	5	Veneto	170	2019-02-04
10305	6	Friuli-Venezia Giulia	65	2019-02-04
10306	7	Liguria	74	2019-02-04
10307	8	Emilia-Romagna	189	2019-02-04
10308	9	Toscana	148	2019-02-04
10309	10	Umbria	40	2019-02-04
10310	11	Marche	60	2019-02-04
10311	12	Lazio	207	2019-02-04
10312	13	Abruzzo	74	2019-02-04
10313	14	Molise	13	2019-02-04
10314	15	Campania	203	2019-02-04
10315	16	Puglia	136	2019-02-04
10316	17	Basilicata	31	2019-02-04
10317	18	Calabria	84	2019-02-04
10318	19	Sicilia	197	2019-02-04
10319	20	Sardegna	45	2019-02-04
10320	1	Piemonte	195	2019-02-05
10321	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-05
10322	3	Lombardia	355	2019-02-05
10323	4	Trentino-Alto Adige/Südtirol	31	2019-02-05
10324	5	Veneto	170	2019-02-05
10325	6	Friuli-Venezia Giulia	65	2019-02-05
10326	7	Liguria	74	2019-02-05
10327	8	Emilia-Romagna	189	2019-02-05
10328	9	Toscana	148	2019-02-05
10329	10	Umbria	40	2019-02-05
10330	11	Marche	60	2019-02-05
10331	12	Lazio	207	2019-02-05
10332	13	Abruzzo	74	2019-02-05
10333	14	Molise	13	2019-02-05
10334	15	Campania	203	2019-02-05
10335	16	Puglia	136	2019-02-05
10336	17	Basilicata	31	2019-02-05
10337	18	Calabria	84	2019-02-05
10338	19	Sicilia	197	2019-02-05
10339	20	Sardegna	45	2019-02-05
10340	1	Piemonte	195	2019-02-06
10341	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-06
10342	3	Lombardia	355	2019-02-06
10343	4	Trentino-Alto Adige/Südtirol	31	2019-02-06
10344	5	Veneto	170	2019-02-06
10345	6	Friuli-Venezia Giulia	65	2019-02-06
10346	7	Liguria	74	2019-02-06
10347	8	Emilia-Romagna	189	2019-02-06
10348	9	Toscana	148	2019-02-06
10349	10	Umbria	40	2019-02-06
10350	11	Marche	60	2019-02-06
10351	12	Lazio	207	2019-02-06
10352	13	Abruzzo	74	2019-02-06
10353	14	Molise	13	2019-02-06
10354	15	Campania	203	2019-02-06
10355	16	Puglia	136	2019-02-06
10356	17	Basilicata	31	2019-02-06
10357	18	Calabria	84	2019-02-06
10358	19	Sicilia	197	2019-02-06
10359	20	Sardegna	45	2019-02-06
10360	1	Piemonte	195	2019-02-07
10361	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-07
10362	3	Lombardia	355	2019-02-07
10363	4	Trentino-Alto Adige/Südtirol	31	2019-02-07
10364	5	Veneto	170	2019-02-07
10365	6	Friuli-Venezia Giulia	65	2019-02-07
10366	7	Liguria	74	2019-02-07
10367	8	Emilia-Romagna	189	2019-02-07
10368	9	Toscana	148	2019-02-07
10369	10	Umbria	40	2019-02-07
10370	11	Marche	60	2019-02-07
10371	12	Lazio	207	2019-02-07
10372	13	Abruzzo	74	2019-02-07
10373	14	Molise	13	2019-02-07
10374	15	Campania	203	2019-02-07
10375	16	Puglia	136	2019-02-07
10376	17	Basilicata	31	2019-02-07
10377	18	Calabria	84	2019-02-07
10378	19	Sicilia	197	2019-02-07
10379	20	Sardegna	45	2019-02-07
10380	1	Piemonte	195	2019-02-08
10381	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-08
10382	3	Lombardia	355	2019-02-08
10383	4	Trentino-Alto Adige/Südtirol	31	2019-02-08
10384	5	Veneto	170	2019-02-08
10385	6	Friuli-Venezia Giulia	65	2019-02-08
10386	7	Liguria	74	2019-02-08
10387	8	Emilia-Romagna	189	2019-02-08
10388	9	Toscana	148	2019-02-08
10389	10	Umbria	40	2019-02-08
10390	11	Marche	60	2019-02-08
10391	12	Lazio	207	2019-02-08
10392	13	Abruzzo	74	2019-02-08
10393	14	Molise	13	2019-02-08
10394	15	Campania	203	2019-02-08
10395	16	Puglia	136	2019-02-08
10396	17	Basilicata	31	2019-02-08
10397	18	Calabria	84	2019-02-08
10398	19	Sicilia	197	2019-02-08
10399	20	Sardegna	45	2019-02-08
10400	1	Piemonte	195	2019-02-09
10401	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-09
10402	3	Lombardia	355	2019-02-09
10403	4	Trentino-Alto Adige/Südtirol	31	2019-02-09
10404	5	Veneto	170	2019-02-09
10405	6	Friuli-Venezia Giulia	65	2019-02-09
10406	7	Liguria	74	2019-02-09
10407	8	Emilia-Romagna	189	2019-02-09
10408	9	Toscana	148	2019-02-09
10409	10	Umbria	40	2019-02-09
10410	11	Marche	60	2019-02-09
10411	12	Lazio	207	2019-02-09
10412	13	Abruzzo	74	2019-02-09
10413	14	Molise	13	2019-02-09
10414	15	Campania	203	2019-02-09
10415	16	Puglia	136	2019-02-09
10416	17	Basilicata	31	2019-02-09
10417	18	Calabria	84	2019-02-09
10418	19	Sicilia	197	2019-02-09
10419	20	Sardegna	45	2019-02-09
10420	1	Piemonte	195	2019-02-10
10421	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-10
10422	3	Lombardia	355	2019-02-10
10423	4	Trentino-Alto Adige/Südtirol	31	2019-02-10
10424	5	Veneto	170	2019-02-10
10425	6	Friuli-Venezia Giulia	65	2019-02-10
10426	7	Liguria	74	2019-02-10
10427	8	Emilia-Romagna	189	2019-02-10
10428	9	Toscana	148	2019-02-10
10429	10	Umbria	40	2019-02-10
10430	11	Marche	60	2019-02-10
10431	12	Lazio	207	2019-02-10
10432	13	Abruzzo	74	2019-02-10
10433	14	Molise	13	2019-02-10
10434	15	Campania	203	2019-02-10
10435	16	Puglia	136	2019-02-10
10436	17	Basilicata	31	2019-02-10
10437	18	Calabria	84	2019-02-10
10438	19	Sicilia	197	2019-02-10
10439	20	Sardegna	45	2019-02-10
10440	1	Piemonte	195	2019-02-11
10441	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-11
10442	3	Lombardia	355	2019-02-11
10443	4	Trentino-Alto Adige/Südtirol	31	2019-02-11
10444	5	Veneto	170	2019-02-11
10445	6	Friuli-Venezia Giulia	65	2019-02-11
10446	7	Liguria	74	2019-02-11
10447	8	Emilia-Romagna	189	2019-02-11
10448	9	Toscana	148	2019-02-11
10449	10	Umbria	40	2019-02-11
10450	11	Marche	60	2019-02-11
10451	12	Lazio	207	2019-02-11
10452	13	Abruzzo	74	2019-02-11
10453	14	Molise	13	2019-02-11
10454	15	Campania	203	2019-02-11
10455	16	Puglia	136	2019-02-11
10456	17	Basilicata	31	2019-02-11
10457	18	Calabria	84	2019-02-11
10458	19	Sicilia	197	2019-02-11
10459	20	Sardegna	45	2019-02-11
10460	1	Piemonte	195	2019-02-12
10461	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-12
10462	3	Lombardia	355	2019-02-12
10463	4	Trentino-Alto Adige/Südtirol	31	2019-02-12
10464	5	Veneto	170	2019-02-12
10465	6	Friuli-Venezia Giulia	65	2019-02-12
10466	7	Liguria	74	2019-02-12
10467	8	Emilia-Romagna	189	2019-02-12
10468	9	Toscana	148	2019-02-12
10469	10	Umbria	40	2019-02-12
10470	11	Marche	60	2019-02-12
10471	12	Lazio	207	2019-02-12
10472	13	Abruzzo	74	2019-02-12
10473	14	Molise	13	2019-02-12
10474	15	Campania	203	2019-02-12
10475	16	Puglia	136	2019-02-12
10476	17	Basilicata	31	2019-02-12
10477	18	Calabria	84	2019-02-12
10478	19	Sicilia	197	2019-02-12
10479	20	Sardegna	45	2019-02-12
10480	1	Piemonte	195	2019-02-13
10481	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-13
10482	3	Lombardia	355	2019-02-13
10483	4	Trentino-Alto Adige/Südtirol	31	2019-02-13
10484	5	Veneto	170	2019-02-13
10485	6	Friuli-Venezia Giulia	65	2019-02-13
10486	7	Liguria	74	2019-02-13
10487	8	Emilia-Romagna	189	2019-02-13
10488	9	Toscana	148	2019-02-13
10489	10	Umbria	40	2019-02-13
10490	11	Marche	60	2019-02-13
10491	12	Lazio	207	2019-02-13
10492	13	Abruzzo	74	2019-02-13
10493	14	Molise	13	2019-02-13
10494	15	Campania	203	2019-02-13
10495	16	Puglia	136	2019-02-13
10496	17	Basilicata	31	2019-02-13
10497	18	Calabria	84	2019-02-13
10498	19	Sicilia	197	2019-02-13
10499	20	Sardegna	45	2019-02-13
10500	1	Piemonte	195	2019-02-14
10501	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-14
10502	3	Lombardia	355	2019-02-14
10503	4	Trentino-Alto Adige/Südtirol	31	2019-02-14
10504	5	Veneto	170	2019-02-14
10505	6	Friuli-Venezia Giulia	65	2019-02-14
10506	7	Liguria	74	2019-02-14
10507	8	Emilia-Romagna	189	2019-02-14
10508	9	Toscana	148	2019-02-14
10509	10	Umbria	40	2019-02-14
10510	11	Marche	60	2019-02-14
10511	12	Lazio	207	2019-02-14
10512	13	Abruzzo	74	2019-02-14
10513	14	Molise	13	2019-02-14
10514	15	Campania	203	2019-02-14
10515	16	Puglia	136	2019-02-14
10516	17	Basilicata	31	2019-02-14
10517	18	Calabria	84	2019-02-14
10518	19	Sicilia	197	2019-02-14
10519	20	Sardegna	45	2019-02-14
10520	1	Piemonte	195	2019-02-15
10521	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-15
10522	3	Lombardia	355	2019-02-15
10523	4	Trentino-Alto Adige/Südtirol	31	2019-02-15
10524	5	Veneto	170	2019-02-15
10525	6	Friuli-Venezia Giulia	65	2019-02-15
10526	7	Liguria	74	2019-02-15
10527	8	Emilia-Romagna	189	2019-02-15
10528	9	Toscana	148	2019-02-15
10529	10	Umbria	40	2019-02-15
10530	11	Marche	60	2019-02-15
10531	12	Lazio	207	2019-02-15
10532	13	Abruzzo	74	2019-02-15
10533	14	Molise	13	2019-02-15
10534	15	Campania	203	2019-02-15
10535	16	Puglia	136	2019-02-15
10536	17	Basilicata	31	2019-02-15
10537	18	Calabria	84	2019-02-15
10538	19	Sicilia	197	2019-02-15
10539	20	Sardegna	45	2019-02-15
10540	1	Piemonte	195	2019-02-16
10541	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-16
10542	3	Lombardia	355	2019-02-16
10543	4	Trentino-Alto Adige/Südtirol	31	2019-02-16
10544	5	Veneto	170	2019-02-16
10545	6	Friuli-Venezia Giulia	65	2019-02-16
10546	7	Liguria	74	2019-02-16
10547	8	Emilia-Romagna	189	2019-02-16
10548	9	Toscana	148	2019-02-16
10549	10	Umbria	40	2019-02-16
10550	11	Marche	60	2019-02-16
10551	12	Lazio	207	2019-02-16
10552	13	Abruzzo	74	2019-02-16
10553	14	Molise	13	2019-02-16
10554	15	Campania	203	2019-02-16
10555	16	Puglia	136	2019-02-16
10556	17	Basilicata	31	2019-02-16
10557	18	Calabria	84	2019-02-16
10558	19	Sicilia	197	2019-02-16
10559	20	Sardegna	45	2019-02-16
10560	1	Piemonte	195	2019-02-17
10561	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-17
10562	3	Lombardia	355	2019-02-17
10563	4	Trentino-Alto Adige/Südtirol	31	2019-02-17
10564	5	Veneto	170	2019-02-17
10565	6	Friuli-Venezia Giulia	65	2019-02-17
10566	7	Liguria	74	2019-02-17
10567	8	Emilia-Romagna	189	2019-02-17
10568	9	Toscana	148	2019-02-17
10569	10	Umbria	40	2019-02-17
10570	11	Marche	60	2019-02-17
10571	12	Lazio	207	2019-02-17
10572	13	Abruzzo	74	2019-02-17
10573	14	Molise	13	2019-02-17
10574	15	Campania	203	2019-02-17
10575	16	Puglia	136	2019-02-17
10576	17	Basilicata	31	2019-02-17
10577	18	Calabria	84	2019-02-17
10578	19	Sicilia	197	2019-02-17
10579	20	Sardegna	45	2019-02-17
10580	1	Piemonte	195	2019-02-18
10581	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-18
10582	3	Lombardia	355	2019-02-18
10583	4	Trentino-Alto Adige/Südtirol	31	2019-02-18
10584	5	Veneto	170	2019-02-18
10585	6	Friuli-Venezia Giulia	65	2019-02-18
10586	7	Liguria	74	2019-02-18
10587	8	Emilia-Romagna	189	2019-02-18
10588	9	Toscana	148	2019-02-18
10589	10	Umbria	40	2019-02-18
10590	11	Marche	60	2019-02-18
10591	12	Lazio	207	2019-02-18
10592	13	Abruzzo	74	2019-02-18
10593	14	Molise	13	2019-02-18
10594	15	Campania	203	2019-02-18
10595	16	Puglia	136	2019-02-18
10596	17	Basilicata	31	2019-02-18
10597	18	Calabria	84	2019-02-18
10598	19	Sicilia	197	2019-02-18
10599	20	Sardegna	45	2019-02-18
10600	1	Piemonte	195	2019-02-19
10601	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-19
10602	3	Lombardia	355	2019-02-19
10603	4	Trentino-Alto Adige/Südtirol	31	2019-02-19
10604	5	Veneto	170	2019-02-19
10605	6	Friuli-Venezia Giulia	65	2019-02-19
10606	7	Liguria	74	2019-02-19
10607	8	Emilia-Romagna	189	2019-02-19
10608	9	Toscana	148	2019-02-19
10609	10	Umbria	40	2019-02-19
10610	11	Marche	60	2019-02-19
10611	12	Lazio	207	2019-02-19
10612	13	Abruzzo	74	2019-02-19
10613	14	Molise	13	2019-02-19
10614	15	Campania	203	2019-02-19
10615	16	Puglia	136	2019-02-19
10616	17	Basilicata	31	2019-02-19
10617	18	Calabria	84	2019-02-19
10618	19	Sicilia	197	2019-02-19
10619	20	Sardegna	45	2019-02-19
10620	1	Piemonte	195	2019-02-20
10621	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-20
10622	3	Lombardia	355	2019-02-20
10623	4	Trentino-Alto Adige/Südtirol	31	2019-02-20
10624	5	Veneto	170	2019-02-20
10625	6	Friuli-Venezia Giulia	65	2019-02-20
10626	7	Liguria	74	2019-02-20
10627	8	Emilia-Romagna	189	2019-02-20
10628	9	Toscana	148	2019-02-20
10629	10	Umbria	40	2019-02-20
10630	11	Marche	60	2019-02-20
10631	12	Lazio	207	2019-02-20
10632	13	Abruzzo	74	2019-02-20
10633	14	Molise	13	2019-02-20
10634	15	Campania	203	2019-02-20
10635	16	Puglia	136	2019-02-20
10636	17	Basilicata	31	2019-02-20
10637	18	Calabria	84	2019-02-20
10638	19	Sicilia	197	2019-02-20
10639	20	Sardegna	45	2019-02-20
10640	1	Piemonte	195	2019-02-21
10641	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-21
10642	3	Lombardia	355	2019-02-21
10643	4	Trentino-Alto Adige/Südtirol	31	2019-02-21
10644	5	Veneto	170	2019-02-21
10645	6	Friuli-Venezia Giulia	65	2019-02-21
10646	7	Liguria	74	2019-02-21
10647	8	Emilia-Romagna	189	2019-02-21
10648	9	Toscana	148	2019-02-21
10649	10	Umbria	40	2019-02-21
10650	11	Marche	60	2019-02-21
10651	12	Lazio	207	2019-02-21
10652	13	Abruzzo	74	2019-02-21
10653	14	Molise	13	2019-02-21
10654	15	Campania	203	2019-02-21
10655	16	Puglia	136	2019-02-21
10656	17	Basilicata	31	2019-02-21
10657	18	Calabria	84	2019-02-21
10658	19	Sicilia	197	2019-02-21
10659	20	Sardegna	45	2019-02-21
10660	1	Piemonte	195	2019-02-22
10661	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-22
10662	3	Lombardia	355	2019-02-22
10663	4	Trentino-Alto Adige/Südtirol	31	2019-02-22
10664	5	Veneto	170	2019-02-22
10665	6	Friuli-Venezia Giulia	65	2019-02-22
10666	7	Liguria	74	2019-02-22
10667	8	Emilia-Romagna	189	2019-02-22
10668	9	Toscana	148	2019-02-22
10669	10	Umbria	40	2019-02-22
10670	11	Marche	60	2019-02-22
10671	12	Lazio	207	2019-02-22
10672	13	Abruzzo	74	2019-02-22
10673	14	Molise	13	2019-02-22
10674	15	Campania	203	2019-02-22
10675	16	Puglia	136	2019-02-22
10676	17	Basilicata	31	2019-02-22
10677	18	Calabria	84	2019-02-22
10678	19	Sicilia	197	2019-02-22
10679	20	Sardegna	45	2019-02-22
10680	1	Piemonte	195	2019-02-23
10681	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-23
10682	3	Lombardia	355	2019-02-23
10683	4	Trentino-Alto Adige/Südtirol	31	2019-02-23
10684	5	Veneto	170	2019-02-23
10685	6	Friuli-Venezia Giulia	65	2019-02-23
10686	7	Liguria	74	2019-02-23
10687	8	Emilia-Romagna	189	2019-02-23
10688	9	Toscana	148	2019-02-23
10689	10	Umbria	40	2019-02-23
10690	11	Marche	60	2019-02-23
10691	12	Lazio	207	2019-02-23
10692	13	Abruzzo	74	2019-02-23
10693	14	Molise	13	2019-02-23
10694	15	Campania	203	2019-02-23
10695	16	Puglia	136	2019-02-23
10696	17	Basilicata	31	2019-02-23
10697	18	Calabria	84	2019-02-23
10698	19	Sicilia	197	2019-02-23
10699	20	Sardegna	45	2019-02-23
10700	1	Piemonte	195	2019-02-24
10701	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-24
10702	3	Lombardia	355	2019-02-24
10703	4	Trentino-Alto Adige/Südtirol	31	2019-02-24
10704	5	Veneto	170	2019-02-24
10705	6	Friuli-Venezia Giulia	65	2019-02-24
10706	7	Liguria	74	2019-02-24
10707	8	Emilia-Romagna	189	2019-02-24
10708	9	Toscana	148	2019-02-24
10709	10	Umbria	40	2019-02-24
10710	11	Marche	60	2019-02-24
10711	12	Lazio	207	2019-02-24
10712	13	Abruzzo	74	2019-02-24
10713	14	Molise	13	2019-02-24
10714	15	Campania	203	2019-02-24
10715	16	Puglia	136	2019-02-24
10716	17	Basilicata	31	2019-02-24
10717	18	Calabria	84	2019-02-24
10718	19	Sicilia	197	2019-02-24
10719	20	Sardegna	45	2019-02-24
10720	1	Piemonte	195	2019-02-25
10721	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-25
10722	3	Lombardia	355	2019-02-25
10723	4	Trentino-Alto Adige/Südtirol	31	2019-02-25
10724	5	Veneto	170	2019-02-25
10725	6	Friuli-Venezia Giulia	65	2019-02-25
10726	7	Liguria	74	2019-02-25
10727	8	Emilia-Romagna	189	2019-02-25
10728	9	Toscana	148	2019-02-25
10729	10	Umbria	40	2019-02-25
10730	11	Marche	60	2019-02-25
10731	12	Lazio	207	2019-02-25
10732	13	Abruzzo	74	2019-02-25
10733	14	Molise	13	2019-02-25
10734	15	Campania	203	2019-02-25
10735	16	Puglia	136	2019-02-25
10736	17	Basilicata	31	2019-02-25
10737	18	Calabria	84	2019-02-25
10738	19	Sicilia	197	2019-02-25
10739	20	Sardegna	45	2019-02-25
10740	1	Piemonte	195	2019-02-26
10741	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-26
10742	3	Lombardia	355	2019-02-26
10743	4	Trentino-Alto Adige/Südtirol	31	2019-02-26
10744	5	Veneto	170	2019-02-26
10745	6	Friuli-Venezia Giulia	65	2019-02-26
10746	7	Liguria	74	2019-02-26
10747	8	Emilia-Romagna	189	2019-02-26
10748	9	Toscana	148	2019-02-26
10749	10	Umbria	40	2019-02-26
10750	11	Marche	60	2019-02-26
10751	12	Lazio	207	2019-02-26
10752	13	Abruzzo	74	2019-02-26
10753	14	Molise	13	2019-02-26
10754	15	Campania	203	2019-02-26
10755	16	Puglia	136	2019-02-26
10756	17	Basilicata	31	2019-02-26
10757	18	Calabria	84	2019-02-26
10758	19	Sicilia	197	2019-02-26
10759	20	Sardegna	45	2019-02-26
10760	1	Piemonte	195	2019-02-27
10761	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-27
10762	3	Lombardia	355	2019-02-27
10763	4	Trentino-Alto Adige/Südtirol	31	2019-02-27
10764	5	Veneto	170	2019-02-27
10765	6	Friuli-Venezia Giulia	65	2019-02-27
10766	7	Liguria	74	2019-02-27
10767	8	Emilia-Romagna	189	2019-02-27
10768	9	Toscana	148	2019-02-27
10769	10	Umbria	40	2019-02-27
10770	11	Marche	60	2019-02-27
10771	12	Lazio	207	2019-02-27
10772	13	Abruzzo	74	2019-02-27
10773	14	Molise	13	2019-02-27
10774	15	Campania	203	2019-02-27
10775	16	Puglia	136	2019-02-27
10776	17	Basilicata	31	2019-02-27
10777	18	Calabria	84	2019-02-27
10778	19	Sicilia	197	2019-02-27
10779	20	Sardegna	45	2019-02-27
10780	1	Piemonte	195	2019-02-28
10781	2	Valle d'Aosta/Vallée d'Aoste	4	2019-02-28
10782	3	Lombardia	355	2019-02-28
10783	4	Trentino-Alto Adige/Südtirol	31	2019-02-28
10784	5	Veneto	170	2019-02-28
10785	6	Friuli-Venezia Giulia	65	2019-02-28
10786	7	Liguria	74	2019-02-28
10787	8	Emilia-Romagna	189	2019-02-28
10788	9	Toscana	148	2019-02-28
10789	10	Umbria	40	2019-02-28
10790	11	Marche	60	2019-02-28
10791	12	Lazio	207	2019-02-28
10792	13	Abruzzo	74	2019-02-28
10793	14	Molise	13	2019-02-28
10794	15	Campania	203	2019-02-28
10795	16	Puglia	136	2019-02-28
10796	17	Basilicata	31	2019-02-28
10797	18	Calabria	84	2019-02-28
10798	19	Sicilia	197	2019-02-28
10799	20	Sardegna	45	2019-02-28
10800	1	Piemonte	168	2019-03-01
10801	2	Valle d'Aosta/Vallée d'Aoste	3	2019-03-01
10802	3	Lombardia	304	2019-03-01
10803	4	Trentino-Alto Adige/Südtirol	27	2019-03-01
10804	5	Veneto	167	2019-03-01
10805	6	Friuli-Venezia Giulia	31	2019-03-01
10806	7	Liguria	59	2019-03-01
10807	8	Emilia-Romagna	141	2019-03-01
10808	9	Toscana	138	2019-03-01
10809	10	Umbria	26	2019-03-01
10810	11	Marche	58	2019-03-01
10811	12	Lazio	189	2019-03-01
10812	13	Abruzzo	46	2019-03-01
10813	14	Molise	12	2019-03-01
10814	15	Campania	185	2019-03-01
10815	16	Puglia	133	2019-03-01
10816	17	Basilicata	28	2019-03-01
10817	18	Calabria	73	2019-03-01
10818	19	Sicilia	177	2019-03-01
10819	20	Sardegna	40	2019-03-01
10820	1	Piemonte	168	2019-03-02
10821	2	Valle d'Aosta/Vallée d'Aoste	3	2019-03-02
10822	3	Lombardia	304	2019-03-02
10823	4	Trentino-Alto Adige/Südtirol	27	2019-03-02
10824	5	Veneto	167	2019-03-02
10825	6	Friuli-Venezia Giulia	31	2019-03-02
10826	7	Liguria	59	2019-03-02
10827	8	Emilia-Romagna	141	2019-03-02
10828	9	Toscana	138	2019-03-02
10829	10	Umbria	26	2019-03-02
10830	11	Marche	58	2019-03-02
10831	12	Lazio	189	2019-03-02
10832	13	Abruzzo	46	2019-03-02
10833	14	Molise	12	2019-03-02
10834	15	Campania	185	2019-03-02
10835	16	Puglia	133	2019-03-02
10836	17	Basilicata	28	2019-03-02
10837	18	Calabria	73	2019-03-02
10838	19	Sicilia	177	2019-03-02
10839	20	Sardegna	40	2019-03-02
10840	1	Piemonte	168	2019-03-03
10841	2	Valle d'Aosta/Vallée d'Aoste	3	2019-03-03
10842	3	Lombardia	304	2019-03-03
10843	4	Trentino-Alto Adige/Südtirol	27	2019-03-03
10844	5	Veneto	167	2019-03-03
10845	6	Friuli-Venezia Giulia	31	2019-03-03
10846	7	Liguria	59	2019-03-03
10847	8	Emilia-Romagna	141	2019-03-03
10848	9	Toscana	138	2019-03-03
10849	10	Umbria	26	2019-03-03
10850	11	Marche	58	2019-03-03
10851	12	Lazio	189	2019-03-03
10852	13	Abruzzo	46	2019-03-03
10853	14	Molise	12	2019-03-03
10854	15	Campania	185	2019-03-03
