	date	state	confirmed	death	recovered
267	3/25/20	Queensland	443.0	0.0	8.0
268	3/26/20	Queensland	493.0	1.0	8.0
269	3/27/20	Queensland	555.0	1.0	8.0
270	3/28/20	Queensland	625.0	1.0	8.0
271	3/29/20	Queensland	656.0	2.0	8.0
272	1/22/20	South Australia	0.0	0.0	0.0
273	1/23/20	South Australia	0.0	0.0	0.0
274	1/24/20	South Australia	0.0	0.0	0.0
275	1/25/20	South Australia	0.0	0.0	0.0
276	1/26/20	South Australia	0.0	0.0	0.0
277	1/27/20	South Australia	0.0	0.0	0.0
278	1/28/20	South Australia	0.0	0.0	0.0
279	1/29/20	South Australia	0.0	0.0	0.0
280	1/30/20	South Australia	0.0	0.0	0.0
281	1/31/20	South Australia	0.0	0.0	0.0
282	2/1/20	South Australia	1.0	0.0	0.0
283	2/2/20	South Australia	2.0	0.0	0.0
284	2/3/20	South Australia	2.0	0.0	0.0
285	2/4/20	South Australia	2.0	0.0	0.0
286	2/5/20	South Australia	2.0	0.0	0.0
287	2/6/20	South Australia	2.0	0.0	0.0
288	2/7/20	South Australia	2.0	0.0	0.0
289	2/8/20	South Australia	2.0	0.0	0.0
290	2/9/20	South Australia	2.0	0.0	0.0
291	2/10/20	South Australia	2.0	0.0	0.0
292	2/11/20	South Australia	2.0	0.0	0.0
293	2/12/20	South Australia	2.0	0.0	0.0
294	2/13/20	South Australia	2.0	0.0	0.0
295	2/14/20	South Australia	2.0	0.0	0.0
296	2/15/20	South Australia	2.0	0.0	0.0
297	2/16/20	South Australia	2.0	0.0	0.0
298	2/17/20	South Australia	2.0	0.0	2.0
299	2/18/20	South Australia	2.0	0.0	2.0
300	2/19/20	South Australia	2.0	0.0	2.0
301	2/20/20	South Australia	2.0	0.0	2.0
302	2/21/20	South Australia	2.0	0.0	2.0
303	2/22/20	South Australia	2.0	0.0	2.0
304	2/23/20	South Australia	2.0	0.0	2.0
305	2/24/20	South Australia	2.0	0.0	2.0
306	2/25/20	South Australia	2.0	0.0	2.0
307	2/26/20	South Australia	2.0	0.0	2.0
308	2/27/20	South Australia	2.0	0.0	2.0
309	2/28/20	South Australia	2.0	0.0	2.0
310	2/29/20	South Australia	3.0	0.0	2.0
311	3/1/20	South Australia	3.0	0.0	2.0
312	3/2/20	South Australia	3.0	0.0	2.0
313	3/3/20	South Australia	3.0	0.0	2.0
314	3/4/20	South Australia	5.0	0.0	2.0
315	3/5/20	South Australia	5.0	0.0	2.0
316	3/6/20	South Australia	7.0	0.0	2.0
317	3/7/20	South Australia	7.0	0.0	2.0
318	3/8/20	South Australia	7.0	0.0	2.0
319	3/9/20	South Australia	7.0	0.0	2.0
320	3/10/20	South Australia	7.0	0.0	2.0
321	3/11/20	South Australia	9.0	0.0	2.0
322	3/12/20	South Australia	9.0	0.0	2.0
323	3/13/20	South Australia	16.0	0.0	3.0
324	3/14/20	South Australia	19.0	0.0	3.0
325	3/15/20	South Australia	20.0	0.0	3.0
326	3/16/20	South Australia	29.0	0.0	3.0
327	3/17/20	South Australia	29.0	0.0	3.0
328	3/18/20	South Australia	37.0	0.0	3.0
329	3/19/20	South Australia	42.0	0.0	3.0
330	3/20/20	South Australia	50.0	0.0	3.0
331	3/21/20	South Australia	67.0	0.0	3.0
332	3/22/20	South Australia	100.0	0.0	3.0
333	3/23/20	South Australia	134.0	0.0	3.0
334	3/24/20	South Australia	170.0	0.0	3.0
335	3/25/20	South Australia	170.0	0.0	6.0
336	3/26/20	South Australia	235.0	0.0	6.0
337	3/27/20	South Australia	257.0	0.0	6.0
338	3/28/20	South Australia	287.0	0.0	6.0
339	3/29/20	South Australia	299.0	0.0	6.0
340	1/22/20	Tasmania	0.0	0.0	0.0
341	1/23/20	Tasmania	0.0	0.0	0.0
342	1/24/20	Tasmania	0.0	0.0	0.0
343	1/25/20	Tasmania	0.0	0.0	0.0
344	1/26/20	Tasmania	0.0	0.0	0.0
345	1/27/20	Tasmania	0.0	0.0	0.0
346	1/28/20	Tasmania	0.0	0.0	0.0
347	1/29/20	Tasmania	0.0	0.0	0.0
348	1/30/20	Tasmania	0.0	0.0	0.0
349	1/31/20	Tasmania	0.0	0.0	0.0
350	2/1/20	Tasmania	0.0	0.0	0.0
351	2/2/20	Tasmania	0.0	0.0	0.0
352	2/3/20	Tasmania	0.0	0.0	0.0
353	2/4/20	Tasmania	0.0	0.0	0.0
354	2/5/20	Tasmania	0.0	0.0	0.0
355	2/6/20	Tasmania	0.0	0.0	0.0
356	2/7/20	Tasmania	0.0	0.0	0.0
357	2/8/20	Tasmania	0.0	0.0	0.0
358	2/9/20	Tasmania	0.0	0.0	0.0
359	2/10/20	Tasmania	0.0	0.0	0.0
360	2/11/20	Tasmania	0.0	0.0	0.0
361	2/12/20	Tasmania	0.0	0.0	0.0
362	2/13/20	Tasmania	0.0	0.0	0.0
363	2/14/20	Tasmania	0.0	0.0	0.0
364	2/15/20	Tasmania	0.0	0.0	0.0
365	2/16/20	Tasmania	0.0	0.0	0.0
366	2/17/20	Tasmania	0.0	0.0	0.0
367	2/18/20	Tasmania	0.0	0.0	0.0
368	2/19/20	Tasmania	0.0	0.0	0.0
369	2/20/20	Tasmania	0.0	0.0	0.0
370	2/21/20	Tasmania	0.0	0.0	0.0
371	2/22/20	Tasmania	0.0	0.0	0.0
372	2/23/20	Tasmania	0.0	0.0	0.0
373	2/24/20	Tasmania	0.0	0.0	0.0
374	2/25/20	Tasmania	0.0	0.0	0.0
375	2/26/20	Tasmania	0.0	0.0	0.0
376	2/27/20	Tasmania	0.0	0.0	0.0
377	2/28/20	Tasmania	0.0	0.0	0.0
378	2/29/20	Tasmania	0.0	0.0	0.0
379	3/1/20	Tasmania	0.0	0.0	0.0
380	3/2/20	Tasmania	1.0	0.0	0.0
381	3/3/20	Tasmania	1.0	0.0	0.0
382	3/4/20	Tasmania	1.0	0.0	0.0
383	3/5/20	Tasmania	1.0	0.0	0.0
384	3/6/20	Tasmania	1.0	0.0	0.0
385	3/7/20	Tasmania	1.0	0.0	0.0
386	3/8/20	Tasmania	2.0	0.0	0.0
387	3/9/20	Tasmania	2.0	0.0	0.0
388	3/10/20	Tasmania	2.0	0.0	0.0
389	3/11/20	Tasmania	3.0	0.0	0.0
390	3/12/20	Tasmania	3.0	0.0	0.0
391	3/13/20	Tasmania	5.0	0.0	0.0
392	3/14/20	Tasmania	5.0	0.0	0.0
393	3/15/20	Tasmania	6.0	0.0	0.0
394	3/16/20	Tasmania	7.0	0.0	0.0
395	3/17/20	Tasmania	7.0	0.0	0.0
396	3/18/20	Tasmania	10.0	0.0	0.0
397	3/19/20	Tasmania	10.0	0.0	3.0
398	3/20/20	Tasmania	10.0	0.0	3.0
399	3/21/20	Tasmania	16.0	0.0	3.0
400	3/22/20	Tasmania	22.0	0.0	3.0
401	3/23/20	Tasmania	28.0	0.0	3.0
402	3/24/20	Tasmania	28.0	0.0	3.0
403	3/25/20	Tasmania	36.0	0.0	3.0
404	3/26/20	Tasmania	47.0	0.0	3.0
405	3/27/20	Tasmania	47.0	0.0	3.0
406	3/28/20	Tasmania	62.0	0.0	5.0
407	3/29/20	Tasmania	66.0	0.0	5.0
408	1/22/20	Victoria	0.0	0.0	0.0
409	1/23/20	Victoria	0.0	0.0	0.0
410	1/24/20	Victoria	0.0	0.0	0.0
411	1/25/20	Victoria	0.0	0.0	0.0
412	1/26/20	Victoria	1.0	0.0	0.0
413	1/27/20	Victoria	1.0	0.0	0.0
414	1/28/20	Victoria	1.0	0.0	0.0
415	1/29/20	Victoria	1.0	0.0	0.0
416	1/30/20	Victoria	2.0	0.0	0.0
417	1/31/20	Victoria	3.0	0.0	0.0
418	2/1/20	Victoria	4.0	0.0	0.0
419	2/2/20	Victoria	4.0	0.0	0.0
420	2/3/20	Victoria	4.0	0.0	0.0
421	2/4/20	Victoria	4.0	0.0	0.0
422	2/5/20	Victoria	4.0	0.0	0.0
423	2/6/20	Victoria	4.0	0.0	0.0
424	2/7/20	Victoria	4.0	0.0	0.0
425	2/8/20	Victoria	4.0	0.0	0.0
426	2/9/20	Victoria	4.0	0.0	0.0
427	2/10/20	Victoria	4.0	0.0	0.0
428	2/11/20	Victoria	4.0	0.0	0.0
429	2/12/20	Victoria	4.0	0.0	0.0
430	2/13/20	Victoria	4.0	0.0	4.0
