	week	region	age_group	male	female	total
331	12/01/2015-18/01/2015	Basilicata	1	1.0	1.0	2.0
332	19/01/2015-25/01/2015	Basilicata	1	1.0	2.0	3.0
333	26/01/2015-01/02/2015	Basilicata	1	0.0	0.0	0.0
334	02/02/2015-08/02/2015	Basilicata	1	2.0	0.0	2.0
335	09/02/2015-15/02/2015	Basilicata	1	0.0	0.0	0.0
336	16/02/2015-22/02/2015	Basilicata	1	0.0	0.0	0.0
337	23/02/2015-29/02/2015	Basilicata	1	0.0	0.0	0.0
338	01/03/2015-07/03/2015	Basilicata	1	1.0	0.0	1.0
339	08/03/2015-14/03/2015	Basilicata	1	0.0	0.0	0.0
340	15/03/2015-21/03/2015	Basilicata	1	0.0	0.0	0.0
341	01/01/2016-11/01/2016	Basilicata	1	1.0	1.0	2.0
342	12/01/2016-18/01/2016	Basilicata	1	2.0	0.0	2.0
343	19/01/2016-25/01/2016	Basilicata	1	2.0	0.0	2.0
344	26/01/2016-01/02/2016	Basilicata	1	0.0	0.0	0.0
345	02/02/2016-08/02/2016	Basilicata	1	1.0	0.0	1.0
346	09/02/2016-15/02/2016	Basilicata	1	0.0	0.0	0.0
347	16/02/2016-22/02/2016	Basilicata	1	0.0	0.0	0.0
348	23/02/2016-29/02/2016	Basilicata	1	0.0	1.0	1.0
349	01/03/2016-07/03/2016	Basilicata	1	1.0	1.0	2.0
350	08/03/2016-14/03/2016	Basilicata	1	1.0	0.0	1.0
351	15/03/2016-21/03/2016	Basilicata	1	1.0	1.0	2.0
352	01/01/2017-11/01/2017	Basilicata	1	0.0	1.0	1.0
353	12/01/2017-18/01/2017	Basilicata	1	0.0	0.0	0.0
354	19/01/2017-25/01/2017	Basilicata	1	1.0	1.0	2.0
355	26/01/2017-01/02/2017	Basilicata	1	1.0	3.0	4.0
356	02/02/2017-08/02/2017	Basilicata	1	0.0	0.0	0.0
357	09/02/2017-15/02/2017	Basilicata	1	0.0	0.0	0.0
358	16/02/2017-22/02/2017	Basilicata	1	0.0	0.0	0.0
